date,lounge_name,total_guests
2021-04-04,EK,568
2021-04-04,EL,207
2021-04-04,F,418
2021-04-05,EK,484
2021-04-05,EL,226
2021-04-05,F,559
2021-04-06,EK,407
2021-04-06,EL,230
2021-04-06,F,538
2021-04-07,EK,483
2021-04-07,EL,168
2021-04-07,F,607
2021-04-08,EK,532
2021-04-08,EL,235
2021-04-08,F,624
2021-04-09,EK,564
2021-04-09,EL,235
2021-04-09,F,728
2021-04-10,EK,596
2021-04-10,EL,344
2021-04-10,F,507
2021-04-11,EK,672
2021-04-11,EL,224
2021-04-11,EM,1
2021-04-11,F,633
2021-04-12,EK,514
2021-04-12,EL,261
2021-04-12,F,713
2021-04-13,EK,424
2021-04-13,EL,187
2021-04-13,F,530
2021-04-14,EK,407
2021-04-14,EL,215
2021-04-14,F,594
2021-04-15,EK,524
2021-04-15,EL,251
2021-04-15,F,769
2021-04-16,EK,555
2021-04-16,EL,261
2021-04-16,F,813
2021-04-17,EK,715
2021-04-17,EL,232
2021-04-17,F,593
2021-04-18,EK,604
2021-04-18,EL,341
2021-04-18,F,570
2021-04-19,EK,479
2021-04-19,EL,222
2021-04-19,F,670
2021-04-20,EK,462
2021-04-20,EL,105
2021-04-20,F,515
2021-04-21,EK,414
2021-04-21,EL,146
2021-04-21,F,617
2021-04-22,EK,560
2021-04-22,EL,179
2021-04-22,F,737
2021-04-23,EK,438
2021-04-23,EL,281
2021-04-23,F,741
2021-04-24,EK,673
2021-04-24,EL,136
2021-04-24,F,551
2021-04-25,EK,610
2021-04-25,EL,258
2021-04-25,F,554
2021-04-26,EK,517
2021-04-26,EL,244
2021-04-26,F,703
2021-04-27,EK,359
2021-04-27,EL,146
2021-04-27,F,603
2021-04-28,EK,453
2021-04-28,EL,171
2021-04-28,F,684
2021-04-29,EK,510
2021-04-29,EL,191
2021-04-29,F,713
2021-04-30,EK,604
2021-04-30,EL,211
2021-04-30,F,817
2021-05-01,EK,653
2021-05-01,EL,184
2021-05-01,F,555
2021-05-02,EK,567
2021-05-02,EL,257
2021-05-02,F,584
2021-05-03,EK,398
2021-05-03,EL,277
2021-05-03,F,749
2021-05-04,EK,448
2021-05-04,EL,147
2021-05-04,F,684
2021-05-05,EK,344
2021-05-05,EL,203
2021-05-05,F,751
2021-05-06,EK,560
2021-05-06,EL,291
2021-05-06,F,791
2021-05-07,EK,561
2021-05-07,EL,176
2021-05-07,F,910
2021-05-08,EK,677
2021-05-08,EL,213
2021-05-08,F,702
2021-05-09,EK,612
2021-05-09,EL,246
2021-05-09,F,663
2021-05-10,EK,538
2021-05-10,EL,226
2021-05-10,F,694
2021-05-11,EK,441
2021-05-11,EL,176
2021-05-11,EM,2
2021-05-11,F,834
2021-05-12,EK,388
2021-05-12,EL,254
2021-05-12,F,1417
2021-05-13,EK,638
2021-05-13,EL,200
2021-05-13,F,1085
2021-05-14,EK,481
2021-05-14,EL,212
2021-05-14,F,720
2021-05-15,EK,592
2021-05-15,EL,210
2021-05-15,F,787
2021-05-16,EK,732
2021-05-16,EL,224
2021-05-16,F,920
2021-05-17,EK,668
2021-05-17,EL,238
2021-05-17,F,1071
2021-05-18,EK,456
2021-05-18,EL,193
2021-05-18,F,867
2021-05-19,EK,381
2021-05-19,EL,185
2021-05-19,F,999
2021-05-20,EK,646
2021-05-20,EL,252
2021-05-20,F,1215
2021-05-21,EK,633
2021-05-21,EL,132
2021-05-21,F,1402
2021-05-22,EK,704
2021-05-22,EL,234
2021-05-22,EM,4
2021-05-22,F,1135
2021-05-23,EK,719
2021-05-23,EL,240
2021-05-23,F,822
2021-05-24,EK,682
2021-05-24,EL,229
2021-05-24,F,991
2021-05-25,EK,667
2021-05-25,EL,156
2021-05-25,F,967
2021-05-26,EK,488
2021-05-26,EL,237
2021-05-26,F,1026
2021-05-27,EK,686
2021-05-27,EL,206
2021-05-27,F,1110
2021-05-28,EK,632
2021-05-28,EL,178
2021-05-28,F,1242
2021-05-29,EK,698
2021-05-29,EL,320
2021-05-29,F,957
2021-05-30,EK,658
2021-05-30,EL,321
2021-05-30,F,838
2021-05-31,EK,853
2021-05-31,EL,331
2021-05-31,EM,5
2021-05-31,F,1059
2021-06-01,EK,649
2021-06-01,EL,201
2021-06-01,EM,4
2021-06-01,F,1031
2021-06-02,EK,532
2021-06-02,EL,256
2021-06-02,F,1079
2021-06-03,EK,652
2021-06-03,EL,231
2021-06-03,F,1305
2021-06-04,EK,561
2021-06-04,EL,193
2021-06-04,F,1356
2021-06-05,EK,714
2021-06-05,EL,246
2021-06-05,F,983
2021-06-06,EK,709
2021-06-06,EL,335
2021-06-06,F,1064
2021-06-07,EK,767
2021-06-07,EL,336
2021-06-07,F,1300
2021-06-08,EK,634
2021-06-08,EL,201
2021-06-08,F,1168
2021-06-09,EK,545
2021-06-09,EL,223
2021-06-09,F,1292
2021-06-10,EK,677
2021-06-10,EL,253
2021-06-10,F,1455
2021-06-11,EK,769
2021-06-11,EL,206
2021-06-11,F,1550
2021-06-12,EK,758
2021-06-12,EL,270
2021-06-12,F,1193
2021-06-13,EK,799
2021-06-13,EL,316
2021-06-13,F,1147
2021-06-14,EK,952
2021-06-14,EL,297
2021-06-14,F,1516
2021-06-15,EK,647
2021-06-15,EL,370
2021-06-15,F,1294
2021-06-16,EK,704
2021-06-16,EL,218
2021-06-16,F,1337
2021-06-17,EK,891
2021-06-17,EL,270
2021-06-17,F,1627
2021-06-18,EK,746
2021-06-18,EL,230
2021-06-18,F,1776
2021-06-19,EK,781
2021-06-19,EL,338
2021-06-19,F,1178
2021-06-20,EK,882
2021-06-20,EL,468
2021-06-20,F,1180
2021-06-21,EK,841
2021-06-21,EL,383
2021-06-21,F,1496
2021-06-22,EK,849
2021-06-22,EL,275
2021-06-22,F,1388
2021-06-23,EK,760
2021-06-23,EL,305
2021-06-23,F,1556
2021-06-24,EK,909
2021-06-24,EL,305
2021-06-24,F,1672
2021-06-25,EK,814
2021-06-25,EL,270
2021-06-25,F,1757
2021-06-26,EK,934
2021-06-26,EL,338
2021-06-26,F,1424
2021-06-27,EK,1063
2021-06-27,EL,414
2021-06-27,F,1334
2021-06-28,EK,1061
2021-06-28,EL,490
2021-06-28,F,1758
2021-06-29,EK,715
2021-06-29,EL,461
2021-06-29,F,1608
2021-06-30,EK,742
2021-06-30,EL,460
2021-06-30,F,1812
2021-07-01,EK,976
2021-07-01,EL,429
2021-07-01,F,1858
2021-07-02,EK,831
2021-07-02,EL,346
2021-07-02,F,1980
2021-07-03,EK,921
2021-07-03,EL,595
2021-07-03,F,1518
2021-07-04,EK,1138
2021-07-04,EL,506
2021-07-04,EM,1
2021-07-04,F,1463
2021-07-05,EK,1199
2021-07-05,EL,379
2021-07-05,F,1966
2021-07-06,EK,949
2021-07-06,EL,492
2021-07-06,F,1827
2021-07-07,EK,953
2021-07-07,EL,506
2021-07-07,F,1988
2021-07-08,EK,1210
2021-07-08,EL,414
2021-07-08,F,2067
2021-07-09,EK,872
2021-07-09,EL,503
2021-07-09,F,2470
2021-07-10,EK,1459
2021-07-10,EL,531
2021-07-10,F,2100
2021-07-11,EK,1324
2021-07-11,EL,541
2021-07-11,F,1734
2021-07-12,EK,1231
2021-07-12,EL,382
2021-07-12,F,1802
2021-07-13,EK,1018
2021-07-13,EL,404
2021-07-13,F,1814
2021-07-14,EK,1063
2021-07-14,EL,525
2021-07-14,F,1994
2021-07-15,EK,1255
2021-07-15,EL,434
2021-07-15,F,1737
2021-07-16,EK,1059
2021-07-16,EL,400
2021-07-16,F,1863
2021-07-17,EK,1199
2021-07-17,EL,500
2021-07-17,F,1595
2021-07-18,EK,1196
2021-07-18,EL,561
2021-07-18,F,1686
2021-07-19,EK,1107
2021-07-19,EL,568
2021-07-19,F,2092
2021-07-20,EK,921
2021-07-20,EL,422
2021-07-20,F,1894
2021-07-21,EK,914
2021-07-21,EL,418
2021-07-21,F,1962
2021-07-22,EK,1157
2021-07-22,EL,541
2021-07-22,F,2171
2021-07-23,EK,1011
2021-07-23,EL,481
2021-07-23,F,2380
2021-07-24,EK,1297
2021-07-24,EL,629
2021-07-24,F,1909
2021-07-25,EK,1464
2021-07-25,EL,557
2021-07-25,F,1683
2021-07-26,EK,1269
2021-07-26,EL,568
2021-07-26,F,1895
2021-07-27,EK,1079
2021-07-27,EL,441
2021-07-27,F,1733
2021-07-28,EK,1183
2021-07-28,EL,571
2021-07-28,F,1932
2021-07-29,EK,1383
2021-07-29,EL,565
2021-07-29,F,2186
2021-07-30,EK,1195
2021-07-30,EL,558
2021-07-30,F,2488
2021-07-31,EK,1460
2021-07-31,EL,749
2021-07-31,F,2229
2021-08-01,EK,1379
2021-08-01,EL,599
2021-08-01,F,2032
2021-08-02,EK,1416
2021-08-02,EL,579
2021-08-02,F,2086
2021-08-03,EK,1195
2021-08-03,EL,512
2021-08-03,F,1607
2021-08-04,EK,1145
2021-08-04,EL,487
2021-08-04,F,1703
2021-08-05,EK,1281
2021-08-05,EL,537
2021-08-05,EM,4
2021-08-05,F,1711
2021-08-06,EK,1045
2021-08-06,EL,622
2021-08-06,F,2002
2021-08-07,EK,1185
2021-08-07,EL,709
2021-08-07,F,1959
2021-08-08,EK,1471
2021-08-08,EL,617
2021-08-08,F,1845
2021-08-09,EK,1128
2021-08-09,EL,556
2021-08-09,F,1745
2021-08-10,EK,1116
2021-08-10,EL,560
2021-08-10,F,1532
2021-08-11,EK,939
2021-08-11,EL,529
2021-08-11,F,1510
2021-08-12,EK,1224
2021-08-12,EL,582
2021-08-12,F,1586
2021-08-13,EK,929
2021-08-13,EL,577
2021-08-13,F,1753
2021-08-14,EK,1491
2021-08-14,EL,586
2021-08-14,F,1873
2021-08-15,EK,1389
2021-08-15,EL,758
2021-08-15,F,1702
2021-08-16,EK,1059
2021-08-16,EL,619
2021-08-16,F,1810
2021-08-17,EK,1066
2021-08-17,EL,486
2021-08-17,F,1582
2021-08-18,EK,1026
2021-08-18,EL,519
2021-08-18,F,1470
2021-08-19,EK,1329
2021-08-19,EL,452
2021-08-19,F,1508
2021-08-20,EK,954
2021-08-20,EL,557
2021-08-20,F,1765
2021-08-21,EK,1249
2021-08-21,EL,659
2021-08-21,F,1569
2021-08-22,EK,1339
2021-08-22,EL,752
2021-08-22,F,1604
2021-08-23,EK,1188
2021-08-23,EL,553
2021-08-23,F,1687
2021-08-24,EK,979
2021-08-24,EL,587
2021-08-24,F,1485
2021-08-25,EK,1003
2021-08-25,EL,629
2021-08-25,F,1505
2021-08-26,EK,1253
2021-08-26,EL,491
2021-08-26,F,1775
2021-08-27,EK,949
2021-08-27,EL,567
2021-08-27,F,1835
2021-08-28,EK,1285
2021-08-28,EL,668
2021-08-28,F,1353
2021-08-29,EK,1319
2021-08-29,EL,740
2021-08-29,F,1516
2021-08-30,EK,1080
2021-08-30,EL,719
2021-08-30,F,1814
2021-08-31,EK,950
2021-08-31,EL,592
2021-08-31,F,1596
2021-09-01,EK,1144
2021-09-01,EL,456
2021-09-01,F,1750
2021-09-02,EK,1285
2021-09-02,EL,501
2021-09-02,F,1938
2021-09-03,EK,986
2021-09-03,EL,499
2021-09-03,F,2004
2021-09-04,EK,1308
2021-09-04,EL,591
2021-09-04,F,1467
2021-09-05,EK,1435
2021-09-05,EL,573
2021-09-05,F,1716
2021-09-06,EK,1326
2021-09-06,EL,691
2021-09-06,F,2048
2021-09-07,EK,1174
2021-09-07,EL,565
2021-09-07,F,1837
2021-09-08,EK,1042
2021-09-08,EL,565
2021-09-08,F,1966
2021-09-09,EK,1274
2021-09-09,EL,450
2021-09-09,F,2164
2021-09-10,EK,1031
2021-09-10,EL,546
2021-09-10,F,2413
2021-09-11,EK,1438
2021-09-11,EL,476
2021-09-11,F,1651
2021-09-12,EK,1506
2021-09-12,EL,761
2021-09-12,F,1815
2021-09-13,EK,1411
2021-09-13,EL,460
2021-09-13,F,2400
2021-09-14,EK,1334
2021-09-14,EL,266
2021-09-14,F,1996
2021-09-15,EK,1200
2021-09-15,EL,389
2021-09-15,F,1985
2021-09-16,EK,1331
2021-09-16,EL,346
2021-09-16,F,2170
2021-09-17,EK,1376
2021-09-17,EL,389
2021-09-17,F,2536
2021-09-18,EK,1482
2021-09-18,EL,493
2021-09-18,F,1616
2021-09-19,EK,1623
2021-09-19,EL,670
2021-09-19,F,1843
2021-09-20,EK,1643
2021-09-20,EL,439
2021-09-20,F,2346
2021-09-21,EK,1282
2021-09-21,EL,312
2021-09-21,F,2178
2021-09-22,EK,1329
2021-09-22,EL,349
2021-09-22,F,2207
2021-09-23,EK,1365
2021-09-23,EL,281
2021-09-23,F,2336
2021-09-24,EK,1199
2021-09-24,EL,448
2021-09-24,F,2628
2021-09-25,EK,1714
2021-09-25,EL,465
2021-09-25,F,1798
2021-09-26,EK,1702
2021-09-26,EL,562
2021-09-26,F,1941
2021-09-27,EK,1679
2021-09-27,EL,416
2021-09-27,F,2478
2021-09-28,EK,1394
2021-09-28,EL,304
2021-09-28,F,2117
2021-09-29,EK,1382
2021-09-29,EL,387
2021-09-29,F,2222
2021-09-30,EK,1512
2021-09-30,EL,333
2021-09-30,F,2508
2021-10-01,EK,1472
2021-10-01,EL,446
2021-10-01,F,2519
2021-10-02,EK,1634
2021-10-02,EL,461
2021-10-02,F,1714
2021-10-03,EK,1697
2021-10-03,EL,692
2021-10-03,F,1946
2021-10-04,EK,1684
2021-10-04,EL,531
2021-10-04,F,2515
2021-10-05,EK,1492
2021-10-05,EL,449
2021-10-05,F,2145
2021-10-06,EK,1417
2021-10-06,EL,436
2021-10-06,F,2223
2021-10-07,EK,1596
2021-10-07,EL,334
2021-10-07,F,2512
2021-10-08,EK,1321
2021-10-08,EL,498
2021-10-08,F,2707
2021-10-09,EK,1681
2021-10-09,EL,551
2021-10-09,F,1634
2021-10-10,EK,1754
2021-10-10,EL,580
2021-10-10,F,1764
2021-10-11,EK,1643
2021-10-11,EL,718
2021-10-11,F,2462
2021-10-12,EK,1599
2021-10-12,EL,453
2021-10-12,F,2095
2021-10-13,EK,1302
2021-10-13,EL,541
2021-10-13,F,2329
2021-10-14,EK,1362
2021-10-14,EL,700
2021-10-14,F,2551
2021-10-15,EK,1530
2021-10-15,EL,495
2021-10-15,F,2583
2021-10-16,EK,1750
2021-10-16,EL,661
2021-10-16,F,1697
2021-10-17,EK,1867
2021-10-17,EL,801
2021-10-17,F,1919
2021-10-18,EK,1819
2021-10-18,EL,680
2021-10-18,F,2587
2021-10-19,EK,1412
2021-10-19,EL,707
2021-10-19,F,2262
2021-10-20,EK,1435
2021-10-20,EL,636
2021-10-20,F,2348
2021-10-21,EK,1603
2021-10-21,EL,633
2021-10-21,F,2574
2021-10-22,EK,1934
2021-10-22,EL,823
2021-10-22,F,3001
2021-10-23,EK,2259
2021-10-23,EL,643
2021-10-23,F,2275
2021-10-24,EK,2092
2021-10-24,EL,879
2021-10-24,F,2451
2021-10-25,EK,1883
2021-10-25,EL,849
2021-10-25,F,2862
2021-10-26,EK,1773
2021-10-26,EL,550
2021-10-26,F,2310
2021-10-27,EK,1553
2021-10-27,EL,632
2021-10-27,F,2347
2021-10-28,EK,1939
2021-10-28,EL,680
2021-10-28,F,2626
2021-10-29,EK,1968
2021-10-29,EL,678
2021-10-29,F,3013
2021-10-30,EK,1781
2021-10-30,EL,1071
2021-10-30,F,2188
2021-10-31,EK,1851
2021-10-31,EL,978
2021-10-31,F,2110
2021-11-01,EK,1831
2021-11-01,EL,785
2021-11-01,F,2078
2021-11-02,EK,1785
2021-11-02,EL,638
2021-11-02,F,2593
2021-11-03,EK,1639
2021-11-03,EL,549
2021-11-03,F,2139
2021-11-04,EK,1826
2021-11-04,EL,641
2021-11-04,F,2380
2021-11-05,EK,1866
2021-11-05,EL,660
2021-11-05,F,2513
2021-11-06,EK,2008
2021-11-06,EL,565
2021-11-06,F,1877
2021-11-07,EK,2057
2021-11-07,EL,954
2021-11-07,F,2213
2021-11-08,EK,1972
2021-11-08,EL,603
2021-11-08,EM,860
2021-11-08,F,2868
2021-11-09,EK,1543
2021-11-09,EL,592
2021-11-09,EM,604
2021-11-09,F,2306
2021-11-10,EK,1385
2021-11-10,EL,527
2021-11-10,EM,751
2021-11-10,F,3158
2021-11-11,EK,1660
2021-11-11,EL,628
2021-11-11,EM,709
2021-11-11,F,2609
2021-11-12,EK,1486
2021-11-12,EL,446
2021-11-12,EM,716
2021-11-12,F,2279
2021-11-13,EK,1457
2021-11-13,EL,598
2021-11-13,EM,789
2021-11-13,F,1803
2021-11-14,EK,1746
2021-11-14,EL,713
2021-11-14,EM,820
2021-11-14,F,2444
2021-11-15,EK,1721
2021-11-15,EL,606
2021-11-15,EM,763
2021-11-15,F,3085
2021-11-16,EK,1627
2021-11-16,EL,635
2021-11-16,F,2422
2021-11-16,G,3
2021-11-17,EK,1632
2021-11-17,EL,729
2021-11-17,F,2522
2021-11-18,EK,1735
2021-11-18,EL,1004
2021-11-18,F,2747
2021-11-19,EK,1663
2021-11-19,EL,751
2021-11-19,F,3093
2021-11-20,EK,1435
2021-11-20,EL,880
2021-11-20,EM,522
2021-11-20,F,2084
2021-11-21,EK,1721
2021-11-21,EL,990
2021-11-21,EM,511
2021-11-21,F,2442
2021-11-22,EK,2127
2021-11-22,EL,875
2021-11-22,F,2864
2021-11-23,EK,1367
2021-11-23,EL,1087
2021-11-23,F,2412
2021-11-24,EK,1596
2021-11-24,EL,694
2021-11-24,F,2607
2021-11-25,EK,960
2021-11-25,EL,795
2021-11-25,EM,708
2021-11-25,F,2828
2021-11-26,EK,1253
2021-11-26,EL,751
2021-11-26,EM,532
2021-11-26,F,2933
2021-11-27,EK,1145
2021-11-27,EL,662
2021-11-27,EM,806
2021-11-27,F,2024
2021-11-28,EK,1316
2021-11-28,EL,987
2021-11-28,EM,962
2021-11-28,F,2317
2021-11-29,EK,1444
2021-11-29,EL,631
2021-11-29,EM,798
2021-11-29,F,2800
2021-11-30,EK,1050
2021-11-30,EL,653
2021-11-30,EM,696
2021-11-30,F,2458
2021-12-01,EK,1050
2021-12-01,EL,482
2021-12-01,EM,752
2021-12-01,F,2388
2021-12-02,EK,1040
2021-12-02,EL,558
2021-12-02,EM,670
2021-12-02,F,2745
2021-12-03,EK,1110
2021-12-03,EL,528
2021-12-03,EM,627
2021-12-03,F,2739
2021-12-04,EK,920
2021-12-04,EL,690
2021-12-04,EM,676
2021-12-04,F,1864
2021-12-05,EK,972
2021-12-05,EL,805
2021-12-05,EM,786
2021-12-05,F,2009
2021-12-06,EK,1184
2021-12-06,EL,754
2021-12-06,EM,610
2021-12-06,F,2440
2021-12-07,EK,989
2021-12-07,EL,683
2021-12-07,EM,485
2021-12-07,F,1967
2021-12-08,EK,810
2021-12-08,EL,564
2021-12-08,EM,573
2021-12-08,F,2100
2021-12-09,EK,762
2021-12-09,EL,687
2021-12-09,EM,624
2021-12-09,F,2370
2021-12-10,EK,1056
2021-12-10,EL,612
2021-12-10,EM,461
2021-12-10,F,2780
2021-12-11,EK,1044
2021-12-11,EL,773
2021-12-11,EM,591
2021-12-11,F,2060
2021-12-12,EK,1187
2021-12-12,EL,743
2021-12-12,EM,649
2021-12-12,F,2164
2021-12-13,EK,866
2021-12-13,EL,771
2021-12-13,EM,659
2021-12-13,F,2520
2021-12-14,EK,926
2021-12-14,EL,780
2021-12-14,EM,515
2021-12-14,F,2086
2021-12-15,EK,871
2021-12-15,EL,807
2021-12-15,EM,702
2021-12-15,F,2357
2021-12-16,EK,1107
2021-12-16,EL,1054
2021-12-16,EM,542
2021-12-16,F,2613
2021-12-17,EK,1239
2021-12-17,EL,1023
2021-12-17,EM,585
2021-12-17,F,3000
2021-12-18,EK,1360
2021-12-18,EL,971
2021-12-18,EM,591
2021-12-18,F,2538
2021-12-19,EK,1352
2021-12-19,EL,1031
2021-12-19,EM,622
2021-12-19,F,2213
2021-12-20,EK,1140
2021-12-20,EL,894
2021-12-20,EM,557
2021-12-20,F,2153
2021-12-21,EK,1061
2021-12-21,EL,909
2021-12-21,EM,552
2021-12-21,F,1935
2021-12-22,EK,871
2021-12-22,EL,1016
2021-12-22,EM,503
2021-12-22,F,2379
2021-12-23,EK,1214
2021-12-23,EL,819
2021-12-23,EM,547
2021-12-23,F,2228
2021-12-24,EK,877
2021-12-24,EL,859
2021-12-24,EM,480
2021-12-24,F,1314
2021-12-25,EK,1082
2021-12-25,EL,804
2021-12-25,EM,548
2021-12-25,F,1403
2021-12-26,EK,1082
2021-12-26,EL,1153
2021-12-26,EM,547
2021-12-26,F,1976
2021-12-27,EK,1230
2021-12-27,EL,782
2021-12-27,EM,502
2021-12-27,F,1734
2021-12-28,EK,901
2021-12-28,EL,1145
2021-12-28,EM,532
2021-12-28,F,1675
2021-12-29,EK,815
2021-12-29,EL,1077
2021-12-29,EM,544
2021-12-29,F,1631
2021-12-30,EK,1017
2021-12-30,EL,933
2021-12-30,EM,508
2021-12-30,F,1698
2021-12-31,EK,816
2021-12-31,EL,731
2021-12-31,EM,327
2021-12-31,F,1043
2022-01-01,EK,944
2022-01-01,EL,869
2022-01-01,EM,445
2022-01-01,F,1128
2022-01-02,EK,950
2022-01-02,EL,1153
2022-01-02,EM,678
2022-01-02,F,1518
2022-01-03,EK,945
2022-01-03,EL,1224
2022-01-03,EM,565
2022-01-03,F,1593
2022-01-04,EK,1042
2022-01-04,EL,1022
2022-01-04,EM,589
2022-01-04,F,1437
2022-01-05,EK,820
2022-01-05,EL,882
2022-01-05,EM,703
2022-01-05,F,1389
2022-01-06,EK,835
2022-01-06,EL,1096
2022-01-06,EM,599
2022-01-06,F,1493
2022-01-07,EK,805
2022-01-07,EL,946
2022-01-07,EM,476
2022-01-07,F,1634
2022-01-08,EK,871
2022-01-08,EL,977
2022-01-08,EM,620
2022-01-08,F,1476
2022-01-09,EK,1124
2022-01-09,EL,1142
2022-01-09,EM,528
2022-01-09,F,1829
2022-01-10,EK,933
2022-01-10,EL,835
2022-01-10,EM,531
2022-01-10,F,1921
2022-01-11,EK,1138
2022-01-11,EL,923
2022-01-11,F,1610
2022-01-12,EK,1211
2022-01-12,EL,763
2022-01-12,F,1632
2022-01-13,EK,1138
2022-01-13,EL,929
2022-01-13,F,1907
2022-01-14,EK,1018
2022-01-14,EL,960
2022-01-14,F,2050
2022-01-15,EK,1351
2022-01-15,EL,877
2022-01-15,F,1337
2022-01-16,EK,1346
2022-01-16,EL,1025
2022-01-16,F,1565
2022-01-17,EK,1346
2022-01-17,EL,972
2022-01-17,F,1917
2022-01-18,EK,1085
2022-01-18,EL,749
2022-01-18,F,1435
2022-01-19,EK,1095
2022-01-19,EL,815
2022-01-19,F,1710
2022-01-20,EK,1083
2022-01-20,EL,758
2022-01-20,F,1964
2022-01-21,EK,1096
2022-01-21,EL,919
2022-01-21,F,2064
2022-01-22,EK,1279
2022-01-22,EL,812
2022-01-22,F,1374
2022-01-23,EK,1289
2022-01-23,EL,1093
2022-01-23,F,1648
2022-01-24,EK,1089
2022-01-24,EL,986
2022-01-24,F,1836
2022-01-25,EK,1003
2022-01-25,EL,754
2022-01-25,F,1631
2022-01-26,EK,1085
2022-01-26,EL,761
2022-01-26,F,1665
2022-01-27,EK,1018
2022-01-27,EL,807
2022-01-27,F,2209
2022-01-28,EK,1074
2022-01-28,EL,797
2022-01-28,EM,3
2022-01-28,F,2222
2022-01-29,EK,1191
2022-01-29,EL,875
2022-01-29,F,1504
2022-01-30,EK,1403
2022-01-30,EL,894
2022-01-30,F,1631
2022-01-31,EK,1270
2022-01-31,EL,866
2022-01-31,F,2051
2022-02-01,EK,1125
2022-02-01,EL,678
2022-02-01,F,1746
2022-02-02,EK,961
2022-02-02,EL,675
2022-02-02,F,1766
2022-02-03,EK,1079
2022-02-03,EL,815
2022-02-03,F,2019
2022-02-04,EK,1182
2022-02-04,EL,920
2022-02-04,F,2198
2022-02-05,EK,1330
2022-02-05,EL,779
2022-02-05,F,1487
2022-02-06,EK,1241
2022-02-06,EL,1126
2022-02-06,F,1679
2022-02-07,EK,1299
2022-02-07,EL,1245
2022-02-07,F,2103
2022-02-08,EK,1001
2022-02-08,EL,1013
2022-02-08,EM,2
2022-02-08,F,1719
2022-02-09,EK,1219
2022-02-09,EL,748
2022-02-09,F,1896
2022-02-10,EK,1327
2022-02-10,EL,833
2022-02-10,F,2298
2022-02-11,EK,1333
2022-02-11,EL,979
2022-02-11,F,2549
2022-02-12,EK,1438
2022-02-12,EL,1118
2022-02-12,F,1725
2022-02-13,EK,1468
2022-02-13,EL,1131
2022-02-13,F,1864
2022-02-14,EK,1419
2022-02-14,EL,1139
2022-02-14,F,2183
2022-02-15,EK,1054
2022-02-15,EL,860
2022-02-15,EM,339
2022-02-15,F,1898
2022-02-16,EK,1001
2022-02-16,EL,695
2022-02-16,EM,517
2022-02-16,F,2252
2022-02-17,EK,1092
2022-02-17,EL,1037
2022-02-17,EM,369
2022-02-17,F,2395
2022-02-18,EK,1349
2022-02-18,EL,859
2022-02-18,EM,516
2022-02-18,F,2740
2022-02-19,EK,1381
2022-02-19,EL,1212
2022-02-19,EM,514
2022-02-19,F,2329
2022-02-20,EK,1593
2022-02-20,EL,1113
2022-02-20,EM,687
2022-02-20,F,2465
2022-02-21,EK,1313
2022-02-21,EL,1168
2022-02-21,EM,645
2022-02-21,F,2743
2022-02-22,EK,1272
2022-02-22,EL,997
2022-02-22,EM,300
2022-02-22,F,2321
2022-02-23,EK,1008
2022-02-23,EL,1050
2022-02-23,EM,423
2022-02-23,F,2554
2022-02-24,EK,1184
2022-02-24,EL,926
2022-02-24,EM,405
2022-02-24,F,2810
2022-02-25,EK,1215
2022-02-25,EL,1064
2022-02-25,EM,491
2022-02-25,F,2968
2022-02-26,EK,1561
2022-02-26,EL,1207
2022-02-26,EM,593
2022-02-26,F,2303
2022-02-27,EK,1384
2022-02-27,EL,1061
2022-02-27,EM,809
2022-02-27,F,2420
2022-02-28,EK,1493
2022-02-28,EL,1013
2022-02-28,EM,624
2022-02-28,F,2675
2022-03-01,EK,1212
2022-03-01,EL,830
2022-03-01,EM,477
2022-03-01,F,2171
2022-03-02,EK,1208
2022-03-02,EL,803
2022-03-02,EM,454
2022-03-02,F,2357
2022-03-03,EK,1150
2022-03-03,EL,934
2022-03-03,EM,540
2022-03-03,F,2464
2022-03-04,EK,1288
2022-03-04,EL,865
2022-03-04,EM,676
2022-03-04,F,2670
2022-03-05,EK,1355
2022-03-05,EL,1122
2022-03-05,EM,634
2022-03-05,F,1947
2022-03-06,EK,1433
2022-03-06,EL,1090
2022-03-06,EM,812
2022-03-06,F,2144
2022-03-07,EK,1618
2022-03-07,EL,1197
2022-03-07,EM,464
2022-03-07,F,2679
2022-03-08,EK,1347
2022-03-08,EL,856
2022-03-08,EM,530
2022-03-08,F,2256
2022-03-09,EK,1192
2022-03-09,EL,846
2022-03-09,EM,515
2022-03-09,F,2505
2022-03-10,EK,1100
2022-03-10,EL,1120
2022-03-10,EM,512
2022-03-10,F,2571
2022-03-11,EK,1258
2022-03-11,EL,919
2022-03-11,EM,510
2022-03-11,F,2983
2022-03-12,EK,1586
2022-03-12,EL,897
2022-03-12,EM,659
2022-03-12,F,1969
2022-03-13,EK,1457
2022-03-13,EL,974
2022-03-13,EM,791
2022-03-13,F,2154
2022-03-14,EK,1599
2022-03-14,EL,1029
2022-03-14,EM,596
2022-03-14,F,2879
2022-03-15,EK,1082
2022-03-15,EL,1045
2022-03-15,EM,471
2022-03-15,F,2394
2022-03-16,EK,1147
2022-03-16,EL,1001
2022-03-16,EM,411
2022-03-16,F,2429
2022-03-17,EK,1534
2022-03-17,EL,871
2022-03-17,EM,444
2022-03-17,F,2909
2022-03-18,EK,1407
2022-03-18,EL,703
2022-03-18,EM,635
2022-03-18,F,3001
2022-03-19,EK,1287
